"","Dia setmana","Mes de any","Dia de mes","Hora de dia","Desc. Tipus vehicle implicat","Descripció sexe","Edat","Descripció tipus persona","Descripció victimització"
"589","5",1,2,12,"9","0","4","1","0"
"590","5",1,2,12,"9","0","42","0","0"
"591","5",1,2,12,"9","0","7","1","0"
"592","5",1,2,12,"17","0","19","0","0"
"593","1",11,29,19,"11","1","41","0","0"
"594","0",2,15,7,"6","1","19","0","0"
"595","4",2,19,10,"11","1","30","0","0"
"596","1",3,8,14,"11","1","63","1","0"
"597","1",3,8,14,"11","0","63","0","0"
"598","4",11,25,15,"11","0","52","0","0"
"599","2",11,2,8,"11","0","42","0","0"
"600","3",4,14,19,"0","1","86","1","0"
"601","1",3,29,7,"11","1","32","0","0"
"602","4",4,15,13,"11","0","28","0","0"
"603","4",12,16,14,"11","1","29","0","0"
"604","4",12,23,6,"17","0","28","0","0"
"605","1",3,8,2,"17","0","31","2","0"
"606","2",5,11,20,"6","0","23","0","0"
"607","1",1,12,21,"3","1","25","0","0"
"608","3",2,4,17,"17","1","43","2","0"
"609","1",6,14,14,"3","0","50","0","0"
"610","0",6,20,12,"11","0","44","0","0"
"611","2",7,13,17,"17","1","45","0","0"
"612","0",7,18,19,"11","0","47","0","0"
"613","1",10,25,13,"11","0","54","0","0"
"614","1",10,25,13,"17","1","23","1","0"
"615","1",6,7,19,"11","0","36","0","0"
"616","3",9,8,9,"11","0","27","0","0"
"617","2",10,26,7,"17","1","22","0","0"
"618","2",10,26,7,"17","1","38","0","0"
"619","2",10,26,7,"17","1","39","0","0"
"620","0",7,4,20,"6","0","20","0","0"
"621","0",7,4,20,"6","0","21","1","0"
"622","4",5,27,21,"3","0","53","0","0"
"623","4",5,27,21,"6","0","29","0","0"
"624","4",5,27,21,"6","0","29","1","0"
"625","1",6,28,14,"3","0","33","0","0"
"626","3",5,19,14,"11","1","19","0","0"
"627","3",5,19,14,"11","0","48","0","0"
"628","2",6,1,14,"11","0","36","0","0"
"629","1",8,2,9,"11","0","56","0","0"
"630","1",11,22,6,"16","1","35","1","0"
"631","1",11,22,6,"16","1","62","1","0"
"632","1",11,22,6,"16","1","84","2","2"
"633","4",11,25,15,"16","1","61","1","0"
"634","4",9,30,21,"17","1","11","1","0"
"635","4",9,30,21,"17","1","16","1","0"
"636","4",9,30,21,"17","1","38","1","0"
"637","4",9,30,21,"17","0","42","0","0"
"638","0",5,2,21,"3","1","21","0","0"
"639","0",5,2,21,"11","0","27","0","0"
"640","1",12,6,23,"11","1","30","0","0"
"641","3",4,7,19,"3","1","10","2","0"
"642","6",5,1,11,"11","0","35","0","0"
"643","3",9,15,22,"11","0","56","0","0"
"644","6",10,23,8,"17","1","24","0","0"
"645","6",10,23,8,"17","1","37","0","0"
"646","4",1,8,10,"17","1","60","0","0"
"647","4",1,8,10,"17","0","64","0","0"
"648","3",6,16,16,"11","1","48","0","0"
"649","3",7,7,16,"11","0","46","0","0"
"650","5",9,24,14,"17","1","28","0","0"
"651","4",4,1,15,"6","0","34","0","0"
"652","4",4,1,15,"11","0","29","0","0"
"653","5",4,16,1,"11","1","30","0","0"
"654","5",4,16,1,"11","0","17","2","0"
"655","4",12,30,12,"17","0","27","0","0"
"656","4",12,30,12,"17","0","50","1","0"
"657","4",12,30,12,"17","0","9","1","0"
"658","2",4,6,17,"17","1","20","2","0"
"659","3",6,16,15,"11","1","41","0","0"
"660","3",1,14,3,"4","0","29","1","0"
"661","3",1,14,3,"4","0","41","1","0"
"662","4",4,15,7,"11","1","26","0","0"
"663","4",8,5,11,"11","0","68","0","0"
"664","3",11,17,17,"17","1","3","1","0"
"665","3",11,17,17,"17","1","37","0","0"
"666","4",3,11,15,"11","0","24","0","1"
"667","4",3,11,15,"17","1","44","0","0"
"668","0",10,31,15,"6","1","26","0","0"
"669","4",3,18,10,"17","1","40","2","0"
"670","4",3,18,10,"17","1","64","2","0"
"671","5",2,6,10,"13","0","29","2","0"
"672","4",10,21,23,"11","0","33","0","0"
"673","5",12,3,14,"11","0","24","0","0"
"674","4",9,9,19,"11","1","14","1","0"
"675","4",9,9,19,"11","0","17","0","0"
"676","0",1,25,22,"0","1","18","1","0"
"677","3",5,26,16,"11","1","45","2","0"
"678","3",5,26,16,"11","0","27","0","0"
"679","3",5,26,16,"17","0","78","0","0"
"680","6",8,21,12,"17","0","40","0","0"
"681","6",8,21,12,"17","0","42","1","0"
"682","2",8,31,11,"11","0","24","0","0"
"683","5",3,12,7,"11","0","39","0","0"
"684","1",12,20,18,"11","0","36","0","0"
"685","4",8,5,15,"17","1","23","1","0"
"686","1",5,10,10,"14","1","15","1","0"
"687","1",5,10,10,"14","1","51","1","0"
"688","1",5,10,10,"14","0","58","0","0"
"689","1",5,10,10,"17","0","20","0","0"
"690","2",6,29,18,"11","1","35","0","0"
"691","6",7,10,14,"13","1","23","2","0"
"692","1",11,22,9,"11","1","26","2","0"
"693","1",11,22,9,"11","0","57","0","0"
"694","1",7,19,5,"17","0","52","0","0"
"695","2",9,7,17,"17","1","26","0","0"
"696","2",3,9,12,"0","1","59","1","0"
"697","1",6,21,10,"11","1","62","2","0"
"698","2",7,13,13,"11","0","37","0","0"
"699","4",8,5,2,"13","0","36","0","0"
"700","4",7,15,11,"0","1","60","1","0"
"701","3",12,15,21,"11","0","21","0","0"
"702","4",8,12,20,"3","0","25","0","0"
"703","4",4,29,21,"11","1","51","0","0"
"704","1",6,21,19,"11","0","36","0","0"
"705","6",3,20,22,"3","0","71","2","0"
"706","1",7,5,14,"11","1","50","0","0"
"707","4",9,9,9,"11","0","36","0","0"
"708","0",2,22,7,"11","1","38","0","0"
"709","0",2,22,7,"11","0","59","0","0"
"710","5",10,8,7,"11","0","23","0","0"
"711","1",11,15,15,"11","0","41","0","0"
"712","0",8,8,19,"11","0","30","0","0"
"713","2",11,2,12,"11","0","43","0","0"
"714","5",10,15,7,"11","0","38","0","0"
"715","0",1,18,20,"11","0","49","0","0"
"716","5",1,23,16,"0","1","42","1","0"
"717","5",1,23,16,"0","1","75","1","0"
"718","1",6,28,17,"0","0","36","0","0"
"719","1",6,28,17,"17","0","90","0","0"
"720","1",7,5,9,"11","1","46","0","0"
"721","0",8,1,12,"17","1","32","1","0"
"722","0",8,1,12,"17","1","51","0","0"
"723","2",10,12,23,"11","0","24","0","0"
"724","0",8,22,19,"3","1","24","0","0"
"725","0",5,30,16,"11","1","34","2","0"
"726","6",10,23,21,"11","0","41","0","0"
"727","6",10,23,21,"11","0","43","0","0"
"728","3",5,5,14,"17","1","35","1","0"
"729","3",5,5,14,"17","1","58","0","0"
"730","5",12,3,10,"17","1","29","0","0"
"731","2",6,1,11,"17","0","75","2","0"
"732","3",4,7,18,"13","1","12","2","0"
"733","3",4,7,18,"13","1","41","2","0"
"734","4",7,22,14,"9","0","23","0","0"
"735","4",7,22,14,"17","0","21","0","0"
"736","4",7,22,14,"17","0","51","0","0"
"737","2",9,14,9,"11","0","58","0","0"
"738","1",9,27,21,"11","1","24","0","0"
"739","2",11,30,10,"0","1","88","1","0"
"740","6",6,5,20,"11","0","45","0","0"
"741","5",4,2,12,"11","0","63","0","0"
"742","2",7,27,13,"3","1","25","0","0"
"743","1",8,9,8,"11","0","35","0","0"
"744","1",3,15,15,"11","1","31","0","0"
"745","0",11,21,13,"11","0","20","0","0"
"746","3",7,28,14,"11","1","28","1","0"
"747","3",7,28,14,"11","0","28","0","0"
"748","2",3,2,17,"11","0","39","0","0"
"749","1",2,2,11,"11","0","26","0","0"
"750","1",12,13,10,"6","0","20","0","0"
"751","3",7,14,22,"11","0","39","0","0"
"752","1",6,14,8,"11","1","31","0","0"
"753","1",3,8,10,"6","0","38","0","0"
"754","3",6,16,16,"11","0","17","1","0"
"755","3",6,16,16,"11","0","18","0","0"
"756","4",7,22,8,"11","0","30","0","0"
"757","4",10,14,18,"17","1","29","1","0"
"758","4",10,14,18,"17","1","53","0","0"
"759","4",10,14,18,"17","0","31","0","0"
"760","6",4,17,8,"6","1","37","0","0"
"761","4",1,8,9,"11","1","35","0","0"
"762","0",1,18,8,"11","0","55","0","0"
"763","4",3,11,15,"11","0","29","0","0"
"764","1",9,13,23,"0","0","67","2","0"
"765","1",2,16,21,"11","1","34","0","0"
"766","4",8,5,19,"6","1","40","1","0"
"767","4",8,5,19,"6","0","24","0","0"
"768","4",10,7,22,"11","0","20","0","0"
"769","0",5,2,6,"17","1","2","1","0"
"770","4",9,9,11,"6","0","25","0","0"
"771","4",2,26,18,"6","1","19","0","0"
"772","4",2,26,18,"11","0","58","0","0"
"773","2",8,24,13,"6","1","39","0","0"
"774","0",11,28,19,"3","0","25","0","0"
"775","2",3,30,8,"11","0","47","0","0"
"776","2",2,3,15,"11","0","41","1","0"
"777","2",2,3,15,"11","0","47","0","0"
"778","1",5,17,10,"0","1","84","1","0"
"779","3",12,8,10,"11","0","29","0","0"
"780","1",4,26,16,"3","0","20","0","1"
"781","4",1,29,18,"13","1","25","2","1"
"782","3",7,7,9,"17","1","22","1","0"
"783","3",7,7,9,"17","1","59","1","0"
"784","0",5,23,12,"17","1","53","0","0"
"785","1",1,19,13,"11","1","20","2","0"
"786","1",1,19,13,"11","0","38","0","0"
"787","0",5,23,11,"17","0","66","0","0"
"788","5",6,11,16,"0","0","54","2","0"
"789","2",10,19,15,"11","1","31","0","0"
"790","0",12,12,15,"0","1","45","1","0"
"791","0",12,12,15,"0","1","70","1","0"
"792","1",7,19,20,"6","0","41","0","0"
"793","0",9,26,19,"6","1","17","0","0"
"794","6",11,6,13,"0","1","81","1","0"
"795","0",4,11,13,"6","0","74","0","0"
"796","2",2,3,13,"6","1","43","0","0"
"797","2",2,3,13,"11","0","45","0","0"
"798","2",2,24,15,"17","1","24","0","0"
"799","2",2,24,15,"17","1","48","1","0"
"800","2",2,24,15,"17","0","15","1","0"
"801","2",2,24,15,"17","0","19","0","0"
"802","3",6,16,17,"11","1","17","1","0"
"803","3",6,16,17,"11","1","18","0","0"
"804","3",11,17,15,"6","1","15","0","0"
"805","2",11,30,17,"0","1","64","1","0"
"806","2",9,14,15,"11","0","59","0","0"
"807","5",7,30,17,"11","1","43","1","0"
"808","5",7,30,17,"11","0","43","0","0"
"809","1",9,13,17,"11","0","28","0","0"
"810","1",9,13,17,"17","1","34","0","0"
"811","1",9,13,17,"17","0","27","0","0"
"812","1",9,13,17,"17","0","34","0","0"
"813","4",4,1,13,"11","1","22","0","0"
"814","5",4,9,18,"11","1","30","1","0"
"815","4",4,22,12,"6","0","21","0","0"
"816","4",9,30,20,"11","1","35","2","0"
"817","4",9,30,20,"11","1","42","2","0"
"818","4",9,30,20,"11","0","38","0","0"
"819","0",10,17,9,"17","1","47","2","0"
"820","3",11,24,5,"17","1","52","2","0"
"821","3",4,28,13,"6","0","45","0","0"
"822","4",3,4,17,"6","1","23","0","0"
"823","1",7,26,12,"11","0","27","0","0"
"824","1",7,26,12,"11","0","32","1","0"
"825","2",12,21,7,"11","1","34","1","0"
"826","2",12,21,7,"11","0","35","0","0"
"827","3",7,28,8,"11","0","44","0","0"
"828","3",7,28,8,"11","0","52","0","0"
"829","1",5,24,10,"11","0","20","0","0"
"830","2",7,20,14,"17","1","52","0","0"
"831","1",6,28,9,"17","1","33","1","0"
"832","0",7,4,20,"11","1","16","1","0"
"833","6",6,19,18,"4","0","27","0","0"
"834","6",6,19,18,"17","1","30","1","0"
"835","6",6,19,18,"17","0","30","0","0"
"836","0",6,20,14,"11","1","19","0","0"
"837","1",8,9,16,"13","0","45","1","0"
"838","2",9,21,19,"6","1","21","0","0"
"839","0",10,10,10,"11","0","37","0","0"
"840","3",11,10,19,"11","0","40","0","0"
"841","4",11,18,9,"11","0","51","0","0"
"842","4",12,2,20,"11","0","82","0","0"
"843","6",10,30,9,"11","0","20","1","0"
"844","6",10,30,9,"11","0","43","0","1"
"845","6",12,11,22,"6","0","26","0","0"
"846","5",3,19,0,"17","1","26","2","0"
"847","5",3,19,0,"17","0","27","2","0"
"848","5",3,19,0,"17","0","34","2","1"
"849","2",8,10,19,"6","0","19","0","0"
"850","2",8,10,19,"6","0","19","1","0"
"851","0",10,17,8,"11","0","39","0","0"
"852","2",5,4,16,"11","0","37","0","0"
"853","2",11,30,13,"11","0","43","0","0"
"854","4",12,9,7,"11","0","57","0","0"
"855","0",7,4,16,"11","0","22","0","0"
"856","0",7,4,16,"11","0","23","1","0"
"857","4",1,8,15,"11","1","28","0","0"
"858","1",10,11,20,"0","1","77","1","0"
"859","1",10,11,20,"0","0","82","1","0"
"860","4",8,19,14,"17","0","27","0","0"
"861","4",8,19,14,"17","0","28","0","0"
"862","3",1,21,8,"17","0","51","0","0"
"863","1",10,4,9,"11","0","23","0","0"
"864","1",10,4,9,"11","0","29","0","0"
"865","2",3,2,11,"11","1","48","0","0"
"866","2",3,2,11,"11","0","24","0","0"
"867","5",4,16,8,"13","0","27","0","0"
"868","2",9,7,13,"11","1","22","2","1"
"869","2",9,7,13,"11","0","30","0","0"
"870","4",12,16,14,"11","0","45","0","0"
"871","1",2,2,8,"6","1","25","0","0"
"872","2",12,14,14,"13","1","84","1","0"
"873","6",3,13,13,"17","1","80","0","0"
"874","5",4,2,6,"11","1","37","0","0"
"875","5",6,11,0,"17","1","3","1","0"
"876","2",10,26,12,"13","0","42","2","0"
"877","4",11,4,11,"6","0","26","0","0"
"878","2",3,16,21,"11","0","35","0","0"
"879","4",11,11,19,"0","1","87","1","0"
"880","6",5,22,21,"17","1","91","1","0"
"881","2",11,9,22,"11","0","60","0","0"
"882","1",3,8,15,"0","1","58","1","0"
"883","1",4,12,22,"6","1","39","2","0"
"884","2",9,28,13,"11","1","46","0","0"
"885","2",9,28,13,"11","0","12","1","0"
"886","0",5,30,9,"6","1","24","0","0"
"887","1",8,30,7,"11","0","42","0","0"
"888","2",3,9,13,"6","1","38","1","0"
"889","2",3,9,13,"6","0","35","0","0"
"890","3",11,3,18,"11","0","42","0","0"
"891","3",11,3,18,"11","0","85","2","1"
"892","2",12,28,17,"11","0","31","0","0"
"893","2",12,28,17,"11","0","80","2","1"
"894","2",4,13,15,"11","0","49","0","0"
"895","5",4,23,11,"11","1","45","0","0"
"896","3",6,9,8,"17","1","47","2","0"
"897","2",9,7,10,"11","0","42","0","0"
"898","5",4,9,22,"11","1","21","1","0"
"899","5",4,30,9,"11","1","30","0","0"
"900","5",4,30,9,"11","0","31","1","0"
"901","5",4,30,20,"0","0","85","1","0"
"902","0",5,16,22,"17","1","14","1","0"
"903","0",5,16,22,"17","1","33","1","0"
"904","2",5,25,10,"6","0","47","0","0"
"905","4",7,22,12,"11","1","21","0","0"
"906","6",10,30,1,"6","0","23","0","0"
"907","0",12,19,20,"11","0","55","0","0"
"908","2",9,7,11,"11","0","45","0","0"
"909","4",9,9,14,"11","0","60","0","0"
"910","1",3,15,13,"2","1","21","2","2"
"911","1",12,20,19,"9","1","36","2","0"
"912","1",12,20,19,"9","0","1","2","0"
"913","4",1,15,15,"11","1","34","0","0"
"914","4",10,14,7,"6","0","37","0","0"
"915","0",2,15,12,"11","0","34","0","0"
"916","3",3,17,19,"11","0","22","0","0"
"917","3",3,31,14,"11","1","22","0","0"
"918","2",5,4,7,"11","0","46","0","0"
"919","3",5,26,19,"11","0","37","0","0"
"920","1",6,14,13,"0","1","70","1","0"
"921","0",6,20,7,"17","0","54","0","0"
"922","1",6,28,15,"0","1","20","1","0"
"923","1",6,28,15,"0","1","21","1","0"
"924","1",6,28,15,"0","1","36","1","0"
"925","1",6,28,15,"0","1","57","1","0"
"926","1",7,12,18,"11","0","38","0","0"
"927","3",7,28,8,"11","1","28","0","0"
"928","3",7,28,8,"11","0","29","0","0"
"929","2",12,28,13,"17","1","47","1","0"
"930","2",12,28,13,"17","0","14","1","0"
"931","0",6,6,14,"17","1","17","2","0"
"932","0",6,6,14,"17","1","18","2","0"
"933","0",6,6,14,"17","0","59","2","0"
"934","5",9,3,10,"11","0","47","0","0"
"935","2",2,10,23,"17","0","27","0","0"
"936","4",12,23,15,"11","0","35","0","0"
"937","4",7,15,21,"17","0","33","0","0"
"938","3",10,20,12,"11","1","54","0","0"
"939","1",11,1,13,"17","1","22","0","0"
"940","1",11,1,13,"17","1","50","1","0"
"941","1",11,1,13,"17","0","20","0","0"
"942","1",11,1,13,"17","0","43","1","0"
"943","6",11,20,17,"17","1","26","0","0"
"944","2",4,20,21,"11","1","18","0","0"
"945","2",4,20,21,"11","1","18","1","0"
"946","2",12,28,12,"11","1","58","1","0"
"947","2",12,28,12,"11","0","59","0","0"
"948","3",6,16,15,"11","0","39","0","0"
"949","0",10,3,16,"11","0","26","0","0"
"950","3",11,3,8,"11","0","23","0","0"
"951","4",3,4,14,"11","1","60","0","0"
"952","3",4,28,22,"3","0","26","0","0"
"953","4",5,13,8,"11","0","29","0","0"
"954","0",7,18,11,"11","0","45","0","0"
"955","2",8,31,19,"11","1","63","0","0"
"956","4",9,23,16,"11","0","19","0","0"
"957","1",10,18,22,"11","0","56","0","0"
"958","2",11,16,9,"11","1","62","0","0"
"959","1",12,27,15,"3","0","46","0","0"
"960","2",7,27,8,"3","0","33","0","0"
"961","1",3,15,19,"3","0","41","0","0"
"962","3",7,14,12,"17","1","14","2","0"
"963","1",3,29,16,"17","1","46","0","0"
"964","1",3,29,16,"17","0","42","0","0"
"965","1",3,29,16,"17","0","56","0","0"
"966","5",10,15,10,"9","0","85","2","0"
"967","0",2,1,21,"11","0","36","0","0"
"968","5",8,13,15,"17","1","20","1","0"
"969","5",8,13,15,"17","1","21","1","0"
"970","5",8,13,15,"17","1","22","1","0"
"971","5",8,13,15,"17","1","23","0","0"
"972","4",5,13,11,"11","0","22","0","0"
"973","4",6,3,15,"11","1","39","0","0"
"974","4",9,23,17,"11","0","50","0","0"
"975","3",12,15,17,"11","0","26","0","0"
"976","3",4,21,23,"17","0","51","1","0"
"977","2",3,23,7,"11","0","42","0","0"
"978","4",5,6,18,"6","1","34","0","0"
"979","0",6,20,14,"0","0","35","2","0"
"980","2",6,22,10,"11","0","45","0","0"
"981","4",9,16,8,"11","0","33","0","0"
"982","5",12,10,21,"11","0","44","0","0"
"983","3",6,30,13,"17","0","41","0","0"
"984","3",6,30,13,"17","0","82","0","0"
"985","4",5,13,15,"11","0","43","0","0"
"986","1",5,31,17,"11","1","64","1","0"
"987","1",5,31,17,"11","0","65","0","0"
"988","0",6,20,12,"17","1","33","2","0"
"989","4",7,8,12,"4","1","89","2","0"
"990","0",7,4,17,"3","1","19","0","0"
"991","5",12,24,18,"17","1","48","0","0"
"992","4",9,9,19,"0","1","77","1","0"
"993","2",9,14,0,"17","1","33","1","0"
"994","2",9,14,0,"17","0","31","0","0"
"995","2",9,14,0,"17","0","47","0","0"
"996","4",5,13,8,"11","0","43","0","0"
"997","4",5,13,8,"17","0","28","1","0"
"998","4",5,13,13,"6","0","20","0","0"
"999","2",1,27,12,"11","0","22","0","0"
"1000","2",1,27,12,"11","0","55","0","0"
"1001","5",2,27,0,"11","0","38","0","0"
"1002","5",4,30,14,"0","0","83","1","0"
"1003","5",7,2,19,"11","0","38","0","0"
"1004","0",10,10,13,"11","1","55","0","0"
"1005","4",12,30,18,"11","1","17","0","0"
"1006","3",9,22,8,"11","0","29","0","0"
"1007","0",1,4,13,"6","0","24","0","0"
"1008","4",1,15,19,"6","1","24","0","0"
"1009","0",7,18,11,"17","1","25","0","0"
"1010","4",7,29,8,"0","1","51","1","0"
"1011","6",8,14,7,"17","1","37","1","0"
"1012","6",8,14,7,"17","1","47","0","0"
"1013","6",8,14,7,"17","0","24","1","0"
"1014","1",9,13,9,"11","0","25","0","0"
"1015","4",7,8,0,"11","0","26","0","0"
"1016","6",6,5,20,"17","1","46","1","0"
"1017","5",2,6,13,"17","1","62","2","0"
"1018","2",12,7,21,"11","0","30","0","0"
"1019","2",7,13,5,"5","0","50","1","0"
"1020","1",7,26,14,"11","0","35","0","0"
"1021","1",1,12,12,"1","1","66","1","0"
"1022","4",9,30,20,"11","0","45","0","0"
"1023","3",12,22,11,"6","0","21","0","0"
"1024","3",3,17,8,"11","0","29","0","0"
"1025","1",3,29,7,"11","0","23","0","0"
"1026","4",3,11,15,"6","0","20","0","0"
"1027","0",10,31,12,"11","1","29","0","0"
"1028","0",1,18,8,"11","1","31","0","0"
"1029","2",12,14,18,"11","0","33","0","0"
"1030","1",7,12,12,"3","0","19","0","0"
"1031","1",11,8,12,"11","0","28","0","0"
"1032","1",1,12,8,"6","0","25","0","0"
"1033","3",1,28,16,"11","1","49","1","0"
"1034","3",1,28,16,"11","0","48","0","0"
"1035","1",3,15,21,"11","0","33","0","0"
"1036","0",4,4,19,"11","1","23","0","0"
"1037","0",4,4,19,"11","1","30","0","0"
"1038","4",4,8,20,"11","1","38","0","0"
"1039","0",6,20,19,"11","0","24","0","0"
"1040","0",7,25,18,"11","0","20","1","0"
"1041","0",7,25,18,"11","0","52","0","0"
"1042","0",9,26,16,"11","0","28","0","0"
"1043","3",10,6,14,"6","0","25","0","0"
"1044","4",10,7,17,"11","1","42","1","0"
"1045","4",10,7,17,"11","0","52","0","0"
"1046","2",10,19,10,"6","1","41","0","0"
"1047","1",10,25,8,"11","1","42","0","0"
"1048","6",1,3,21,"11","1","31","1","0"
"1049","6",1,3,21,"11","0","30","0","1"
"1050","4",7,8,11,"11","0","73","0","0"
"1051","4",9,2,16,"17","1","42","0","0"
"1052","2",1,6,20,"11","0","49","0","0"
"1053","2",12,7,20,"11","0","28","0","0"
"1054","2",12,7,20,"11","0","83","2","1"
"1055","4",4,8,7,"11","1","49","0","0"
"1056","0",5,9,19,"11","0","39","0","0"
"1057","6",11,13,19,"11","1","20","0","0"
"1058","0",6,27,17,"11","1","48","0","0"
"1059","1",7,12,2,"11","0","32","0","0"
"1060","3",10,27,8,"11","1","42","0","0"
"1061","3",3,31,23,"11","0","35","0","0"
"1062","5",2,20,3,"17","0","28","0","2"
"1063","3",12,1,6,"11","0","41","0","0"
"1064","0",1,18,22,"11","1","17","2","0"
"1065","4",7,22,14,"3","0","22","0","0"
"1066","1",11,1,18,"11","0","31","0","1"
"1067","1",1,5,13,"17","0","62","2","0"
"1068","6",11,27,14,"11","0","45","0","0"
"1069","4",5,20,12,"11","0","36","0","0"
"1070","3",3,24,3,"9","0","44","0","0"
"1071","4",5,6,12,"17","1","41","0","0"
"1072","3",5,19,11,"11","0","30","0","0"
"1073","2",2,24,22,"11","1","24","0","0"
"1074","0",12,12,16,"3","0","79","2","0"
"1075","0",12,12,9,"9","0","30","0","0"
"1076","2",12,7,17,"3","0","16","0","0"
"1077","5",12,31,8,"11","0","43","0","0"
"1078","5",4,2,19,"11","0","35","0","0"
"1079","5",11,19,16,"11","0","27","0","0"
"1080","2",9,14,9,"11","1","41","0","0"
"1081","0",11,7,8,"6","1","26","0","0"
"1082","1",7,12,21,"17","0","19","2","0"
"1083","3",9,15,9,"11","1","19","2","0"
"1084","3",9,15,9,"11","0","42","0","0"
"1085","0",12,12,17,"11","0","51","0","0"
"1086","1",12,20,18,"11","1","72","2","0"
"1087","1",1,5,19,"6","1","21","0","0"
"1088","1",1,5,19,"6","1","77","2","0"
"1089","2",10,19,19,"3","0","17","0","0"
"1090","0",2,22,22,"6","0","19","0","0"
"1091","4",2,19,20,"6","1","21","0","0"
"1092","1",5,17,8,"17","0","36","2","0"
"1093","1",11,15,11,"9","0","83","2","0"
"1094","3",10,27,9,"9","0","41","0","0"
"1095","2",11,2,11,"11","0","31","0","0"
"1096","4",12,16,18,"17","1","64","1","0"
"1097","4",12,16,18,"17","0","44","1","0"
"1098","4",12,16,18,"17","0","47","1","0"
"1099","4",12,16,18,"17","0","50","1","0"
"1100","5",3,5,15,"17","1","66","1","0"
"1101","5",3,5,15,"17","0","70","0","0"
"1102","3",5,12,7,"17","0","46","0","0"
"1103","4",12,2,9,"11","1","43","0","0"
"1104","2",12,14,17,"17","1","67","2","0"
"1105","2",12,14,17,"17","0","39","2","0"
"1106","4",11,4,11,"11","1","29","0","0"
"1107","0",3,14,6,"11","0","50","0","0"
"1108","3",6,30,14,"11","0","37","0","0"
"1109","1",6,7,8,"17","1","46","0","0"
"1110","1",6,7,8,"17","0","41","0","0"
"1111","3",6,23,15,"17","0","37","2","0"
"1112","2",7,6,20,"11","1","24","1","0"
"1113","2",7,6,20,"11","1","76","2","0"
"1114","2",7,6,20,"11","0","23","0","0"
"1115","4",10,21,15,"11","1","20","0","0"
"1116","4",10,21,15,"11","0","44","0","0"
"1117","6",6,19,11,"17","0","7","2","0"
"1118","3",4,7,10,"11","0","23","0","0"
"1119","3",2,18,12,"17","0","28","0","0"
"1120","3",2,18,12,"17","0","70","1","0"
"1121","1",4,26,21,"11","1","26","0","0"
"1122","3",6,9,19,"11","0","34","0","0"
"1123","3",10,6,21,"6","1","40","0","0"
"1124","5",6,11,22,"11","0","20","0","0"
"1125","1",5,31,5,"17","1","39","0","0"
"1126","2",7,13,13,"11","0","39","0","0"
"1127","6",2,21,15,"11","0","38","0","0"
"1128","2",5,4,10,"17","0","41","0","0"
"1129","5",12,17,14,"11","0","16","2","0"
"1130","1",2,23,8,"6","1","57","0","0"
"1131","3",4,14,7,"6","1","46","0","0"
"1132","1",7,19,12,"3","1","22","0","0"
"1133","4",7,29,13,"3","1","21","0","0"
